Carbon concentration (ppm),Silicon concentration (ppm),Manganese concentration (ppm),Sulphur concentration (ppm),Phosphorus concentration (ppm),Nickel concentration (ppm),Chromium concentration (ppm),Molybdenum concentration (ppm),Vanadium concentration (ppm),Copper concentration (ppm),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
740.0,4100.0,13600.000000000002,50.0,50.0,,,,,,418.0,260.0,49.0,320.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-63.0,28.0
740.0,4100.0,13600.000000000002,50.0,50.0,,,,,,418.0,260.0,49.0,320.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-47.0,100.0
660.0,4600.0,14100.0,40.0,90.0,,,,,,407.0,240.0,49.0,440.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,522.0,580.0,24.0,76.0,,
660.0,4600.0,14100.0,40.0,90.0,,,,,,407.0,240.0,49.0,440.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-68.0,28.0
660.0,4600.0,14100.0,40.0,90.0,,,,,,407.0,240.0,49.0,440.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-42.0,100.0
660.0,4400.0,13300.0,40.0,80.0,,,,,,454.0,240.0,49.0,680.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,522.0,591.0,23.8,71.9,,
660.0,4400.0,13300.0,40.0,80.0,,,,,,454.0,240.0,49.0,680.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-76.0,28.0
660.0,4400.0,13300.0,40.0,80.0,,,,,,454.0,240.0,49.0,680.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-42.0,100.0
690.0000000000001,4300.0,14900.0,40.0,50.0,,,,,,294.0,460.0,77.0,1.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,535.0,594.0,26.0,79.8,,
690.0000000000001,4300.0,14900.0,40.0,50.0,,,,,,294.0,460.0,77.0,1.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-78.0,28.0
690.0000000000001,4300.0,14900.0,40.0,50.0,,,,,,294.0,460.0,77.0,1.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-60.0,100.0
709.9999999999999,3600.0,14400.0,70.0,50.0,,,,,,373.0,460.0,94.0,67.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,522.0,583.0,22.0,78.9,,
709.9999999999999,3600.0,14400.0,70.0,50.0,,,,,,373.0,460.0,94.0,67.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-69.0,28.0
709.9999999999999,3600.0,14400.0,70.0,50.0,,,,,,373.0,460.0,94.0,67.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-48.0,100.0
709.9999999999999,4200.0,13899.999999999998,70.0,50.0,,,,,,446.0,420.0,65.0,150.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,531.0,587.0,25.2,78.0,,
709.9999999999999,4200.0,13899.999999999998,70.0,50.0,,,,,,446.0,420.0,65.0,150.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-74.0,28.0
709.9999999999999,4200.0,13899.999999999998,70.0,50.0,,,,,,446.0,420.0,65.0,150.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-56.0,100.0
709.9999999999999,5200.0,14400.0,50.0,50.0,,,,,,466.0,460.0,67.0,300.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,538.0,604.0,23.2,77.0,,
709.9999999999999,5200.0,14400.0,50.0,50.0,,,,,,466.0,460.0,67.0,300.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-65.0,28.0
709.9999999999999,5200.0,14400.0,50.0,50.0,,,,,,466.0,460.0,67.0,300.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-49.0,100.0
690.0000000000001,5400.0,14100.0,50.0,50.0,,,,,,439.0,460.0,58.0,420.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,561.0,622.0,26.0,77.0,,
690.0000000000001,5400.0,14100.0,50.0,50.0,,,,,,439.0,460.0,58.0,420.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-63.0,28.0
690.0000000000001,5400.0,14100.0,50.0,50.0,,,,,,439.0,460.0,58.0,420.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-43.0,100.0
670.0,5699.999999999999,14000.0,50.0,50.0,,,,,,451.0,450.0,60.0,500.0,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,547.0,616.0,22.6,75.0,,
670.0,5699.999999999999,14000.0,50.0,50.0,,,,,,451.0,450.0,60.0,500.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-76.0,28.0
670.0,5699.999999999999,14000.0,50.0,50.0,,,,,,451.0,450.0,60.0,500.0,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-44.0,100.0
900.0,1800.0,9800.0,80.0,120.0,,89000.0,10000.0,2200.0,,642.0,,460.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,542.0,697.0,18.8,65.3,-24.0,28.0
900.0,1800.0,9800.0,80.0,120.0,,89000.0,10000.0,2200.0,,642.0,,460.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,542.0,697.0,18.8,65.3,-13.0,50.0
900.0,1800.0,9800.0,80.0,120.0,,89000.0,10000.0,2200.0,,642.0,,460.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,542.0,697.0,18.8,65.3,12.0,100.0
880.0,1700.0000000000002,10300.0,70.0,130.0,,91000.0,10100.0,2300.0,,604.0,,460.0,,17.0,530.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,574.0,723.0,17.1,59.1,-30.0,28.0
880.0,1700.0000000000002,10300.0,70.0,130.0,,91000.0,10100.0,2300.0,,604.0,,460.0,,17.0,530.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,574.0,723.0,17.1,59.1,-17.0,50.0
880.0,1700.0000000000002,10300.0,70.0,130.0,,91000.0,10100.0,2300.0,,604.0,,460.0,,17.0,530.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,574.0,723.0,17.1,59.1,12.0,100.0
910.0,2000.0,10400.0,70.0,130.0,,90200.0,10100.0,2400.0,,591.0,,480.0,,32.0,620.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,642.0,778.0,16.8,59.8,-13.0,28.0
910.0,2000.0,10400.0,70.0,130.0,,90200.0,10100.0,2400.0,,591.0,,480.0,,32.0,620.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,642.0,778.0,16.8,59.8,10.0,50.0
910.0,2000.0,10400.0,70.0,130.0,,90200.0,10100.0,2400.0,,591.0,,480.0,,32.0,620.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,642.0,778.0,16.8,59.8,53.0,100.0
890.0,2200.0,10500.0,70.0,130.0,,90000.0,10400.0,2300.0,,592.0,,460.0,,64.0,700.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,643.0,777.0,15.7,60.2,0.0,28.0
890.0,2200.0,10500.0,70.0,130.0,,90000.0,10400.0,2300.0,,592.0,,460.0,,64.0,700.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,643.0,777.0,15.7,60.2,21.0,50.0
890.0,2200.0,10500.0,70.0,130.0,,90000.0,10400.0,2300.0,,592.0,,460.0,,64.0,700.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,643.0,777.0,15.7,60.2,59.0,100.0
940.0,1700.0000000000002,10000.0,80.0,120.0,,89900.0,10300.0,2100.0,,636.0,,160.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,558.0,705.0,20.8,64.5,-14.0,28.0
940.0,1700.0000000000002,10000.0,80.0,120.0,,89900.0,10300.0,2100.0,,636.0,,160.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,558.0,705.0,20.8,64.5,0.0,50.0
940.0,1700.0000000000002,10000.0,80.0,120.0,,89900.0,10300.0,2100.0,,636.0,,160.0,,3.0,520.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,558.0,705.0,20.8,64.5,31.0,100.0
859.9999999999999,2000.0,10100.0,70.0,120.0,,89000.0,10100.0,2100.0,,596.0,,160.0,,19.0,510.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,569.0,709.0,17.4,62.7,-22.0,28.0
859.9999999999999,2000.0,10100.0,70.0,120.0,,89000.0,10100.0,2100.0,,596.0,,160.0,,19.0,510.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,569.0,709.0,17.4,62.7,-9.0,50.0
859.9999999999999,2000.0,10100.0,70.0,120.0,,89000.0,10100.0,2100.0,,596.0,,160.0,,19.0,510.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,569.0,709.0,17.4,62.7,24.0,100.0
859.9999999999999,2000.0,10400.0,80.0,130.0,,89800.0,10100.0,2200.0,,567.0,,160.0,,36.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,609.0,743.0,16.9,61.9,-19.0,28.0
859.9999999999999,2000.0,10400.0,80.0,130.0,,89800.0,10100.0,2200.0,,567.0,,160.0,,36.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,609.0,743.0,16.9,61.9,,50.0
859.9999999999999,2000.0,10400.0,80.0,130.0,,89800.0,10100.0,2200.0,,567.0,,160.0,,36.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,609.0,743.0,16.9,61.9,38.0,100.0
880.0,2400.0,10600.0,70.0,130.0,,90800.0,10000.0,2300.0,,538.0,,155.0,,69.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,620.0,753.0,16.8,58.8,8.0,28.0
880.0,2400.0,10600.0,70.0,130.0,,90800.0,10000.0,2300.0,,538.0,,155.0,,69.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,620.0,753.0,16.8,58.8,32.0,50.0
880.0,2400.0,10600.0,70.0,130.0,,90800.0,10000.0,2300.0,,538.0,,155.0,,69.0,560.0,180.0,34.0,0.0,1,1.0,175.0,0,750.0,8.0,620.0,753.0,16.8,58.8,-70.0,100.0
370.0,3000.0,6500.0,80.0,120.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,392.0,466.0,31.9,80.6,,
370.0,3000.0,6500.0,80.0,120.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,370.0,456.0,35.2,80.6,-30.0,100.0
370.0,3000.0,6500.0,80.0,120.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-26.0,100.0
370.0,3100.0,10300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,413.0,498.0,31.2,80.6,,
370.0,3100.0,10300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,402.0,490.0,31.0,80.6,-44.0,100.0
370.0,3100.0,10300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-47.0,100.0
440.0,3500.0,14300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,468.0,551.0,29.4,78.7,,
440.0,3500.0,14300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,436.0,529.0,31.6,78.8,-49.0,100.0
440.0,3500.0,14300.0,70.0,140.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-52.0,100.0
450.0,3300.0,18500.0,70.0,160.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,514.0,588.0,28.0,76.8,,
450.0,3300.0,18500.0,70.0,160.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,479.0,576.0,27.4,76.9,-38.0,100.0
450.0,3300.0,18500.0,70.0,160.0,,0.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-45.0,100.0
380.0,3000.0,6500.0,70.0,140.0,,2200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,422.0,496.0,30.4,78.8,,
380.0,3000.0,6500.0,70.0,140.0,,2200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,410.0,496.0,31.0,79.7,,
410.0,3200.0,10100.0,80.0,130.0,,2400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,463.0,532.0,30.0,77.8,,
410.0,3200.0,10100.0,80.0,130.0,,2400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,426.0,519.0,29.8,78.8,,
410.0,3200.0,10100.0,80.0,130.0,,2400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,,
440.0,3200.0,14500.0,70.0,130.0,,2400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,500.0,575.0,28.0,78.8,,
440.0,3200.0,14500.0,70.0,130.0,,2400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,468.0,559.0,28.0,76.9,,
480.0,3300.0,18500.0,70.0,130.0,,2600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,567.0,622.0,26.0,75.0,,
480.0,3300.0,18500.0,70.0,130.0,,2600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,535.0,620.0,27.0,74.0,,
480.0,3300.0,18500.0,70.0,130.0,,2600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,,
400.0,3300.0,6000.0,60.0,100.0,,5100.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,446.0,510.0,32.2,78.8,,
400.0,3300.0,6000.0,60.0,100.0,,5100.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,417.0,496.0,29.0,78.8,-17.0,100.0
400.0,3300.0,6000.0,60.0,100.0,,5100.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-17.0,100.0
430.0,3100.0,9500.0,70.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,494.0,545.0,29.6,77.0,,
430.0,3100.0,9500.0,70.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,460.0,536.0,28.8,77.0,-35.0,100.0
430.0,3100.0,9500.0,70.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-45.0,100.0
470.0,3300.0,14200.0,60.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,543.0,603.0,28.2,77.0,,
470.0,3300.0,14200.0,60.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,514.0,600.0,25.8,76.0,-35.0,100.0
470.0,3300.0,14200.0,60.0,100.0,,5300.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-44.0,100.0
510.0,3300.0,18300.0,60.0,130.0,,5200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,617.0,674.0,23.0,70.2,,
510.0,3300.0,18300.0,60.0,130.0,,5200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,570.0,650.0,24.0,68.7,-2.0,100.0
510.0,3300.0,18300.0,60.0,130.0,,5200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-35.0,100.0
410.0,3000.0,5900.0,90.0,110.0,,10000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,472.0,531.0,25.8,77.8,,
410.0,3000.0,5900.0,90.0,110.0,,10000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,427.0,514.0,29.2,77.9,-12.0,100.0
410.0,3000.0,5900.0,90.0,110.0,,10000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-10.0,100.0
450.0,3200.0,9700.0,70.0,120.0,,10400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,531.0,592.0,24.6,76.0,,
450.0,3200.0,9700.0,70.0,120.0,,10400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,471.0,568.0,26.2,77.0,-31.0,100.0
450.0,3200.0,9700.0,70.0,120.0,,10400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-42.0,100.0
480.0,3300.0,13700.000000000002,80.0,130.0,,10800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,626.0,676.0,24.4,70.9,,
480.0,3300.0,13700.000000000002,80.0,130.0,,10800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,548.0,630.0,26.0,72.0,-17.0,100.0
480.0,3300.0,13700.000000000002,80.0,130.0,,10800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-40.0,100.0
520.0,3300.0,18100.0,70.0,130.0,,11000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,692.0,723.0,21.6,70.9,,
520.0,3300.0,18100.0,70.0,130.0,,11000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,592.0,671.0,22.8,72.0,28.0,100.0
520.0,3300.0,18100.0,70.0,130.0,,11000.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-28.0,100.0
410.0,2700.0,5900.0,90.0,110.0,,23400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,587.0,652.0,21.4,72.0,,
410.0,2700.0,5900.0,90.0,110.0,,23400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,534.0,619.0,22.0,75.0,0.0,100.0
410.0,2700.0,5900.0,90.0,110.0,,23400.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,9.0,100.0
460.0,3000.0,9300.0,80.0,120.0,,23800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,655.0,722.0,19.6,67.5,,
460.0,3000.0,9300.0,80.0,120.0,,23800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,605.0,683.0,19.8,71.9,-3.0,100.0
460.0,3000.0,9300.0,80.0,120.0,,23800.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,16.0,100.0
500.0,3100.0,12900.0,80.0,110.0,,23200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,738.0,789.0,20.0,67.0,,
500.0,3100.0,12900.0,80.0,110.0,,23200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,662.0,731.0,18.6,68.7,28.0,100.0
500.0,3100.0,12900.0,80.0,110.0,,23200.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,9.0,100.0
540.0,3300.0,17200.0,70.0,140.0,,23600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,808.0,865.0,18.2,65.2,,
540.0,3300.0,17200.0,70.0,140.0,,23600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,697.0,757.0,19.6,69.7,,
540.0,3300.0,17200.0,70.0,140.0,,23600.0,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,24.0,100.0
690.0000000000001,3000.0,13600.000000000002,70.0,90.0,,,,5.0,,432.0,37.0,67.0,5.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,468.0,529.0,32.6,80.7,,
690.0000000000001,3000.0,13600.000000000002,70.0,90.0,,,,5.0,,432.0,37.0,67.0,5.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-99.0,28.0
690.0000000000001,3000.0,13600.000000000002,70.0,90.0,,,,5.0,,432.0,37.0,67.0,5.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-72.0,100.0
690.0000000000001,3000.0,13600.000000000002,70.0,90.0,,,,5.0,,432.0,37.0,67.0,5.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,393.0,500.0,31.8,77.0,-100.0,28.0
690.0000000000001,3000.0,13600.000000000002,70.0,90.0,,,,5.0,,432.0,37.0,67.0,5.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,393.0,500.0,31.8,77.0,-78.0,100.0
730.0,3300.0,13899.999999999998,70.0,80.0,,,,5.0,,427.0,39.0,66.0,20.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,475.0,536.0,33.4,80.7,,
730.0,3300.0,13899.999999999998,70.0,80.0,,,,5.0,,427.0,39.0,66.0,20.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-95.0,28.0
730.0,3300.0,13899.999999999998,70.0,80.0,,,,5.0,,427.0,39.0,66.0,20.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-70.0,100.0
730.0,3300.0,13899.999999999998,70.0,80.0,,,,5.0,,427.0,39.0,66.0,20.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,387.0,493.0,32.5,80.7,-78.0,100.0
780.0,3200.0,13899.999999999998,70.0,90.0,,,,5.0,,436.0,42.0,66.0,44.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,478.0,541.0,30.4,78.9,,
780.0,3200.0,13899.999999999998,70.0,90.0,,,,5.0,,436.0,42.0,66.0,44.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-88.0,28.0
780.0,3200.0,13899.999999999998,70.0,90.0,,,,5.0,,436.0,42.0,66.0,44.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-60.0,100.0
780.0,3200.0,13899.999999999998,70.0,90.0,,,,5.0,,436.0,42.0,66.0,44.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,398.0,499.0,32.8,80.7,-94.0,28.0
780.0,3200.0,13899.999999999998,70.0,90.0,,,,5.0,,436.0,42.0,66.0,44.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,398.0,499.0,32.8,80.7,-75.0,100.0
800.0,3300.0,14100.0,60.0,90.0,,,,5.0,,432.0,43.0,61.0,78.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,478.0,540.0,31.2,80.7,,
800.0,3300.0,14100.0,60.0,90.0,,,,5.0,,432.0,43.0,61.0,78.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-77.0,28.0
800.0,3300.0,14100.0,60.0,90.0,,,,5.0,,432.0,43.0,61.0,78.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-55.0,100.0
800.0,3300.0,14100.0,60.0,90.0,,,,5.0,,432.0,43.0,61.0,78.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,391.0,504.0,31.8,78.9,-89.0,28.0
800.0,3300.0,14100.0,60.0,90.0,,,,5.0,,432.0,43.0,61.0,78.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,391.0,504.0,31.8,78.9,-68.0,100.0
800.0,3700.0,14200.0,60.0,90.0,,,,5.0,,439.0,43.0,54.0,120.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,480.0,543.0,29.0,78.9,,
800.0,3700.0,14200.0,60.0,90.0,,,,5.0,,439.0,43.0,54.0,120.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-86.0,28.0
800.0,3700.0,14200.0,60.0,90.0,,,,5.0,,439.0,43.0,54.0,120.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-28.0,100.0
800.0,3700.0,14200.0,60.0,90.0,,,,5.0,,439.0,43.0,54.0,120.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,397.0,518.0,31.0,79.8,-91.0,28.0
800.0,3700.0,14200.0,60.0,90.0,,,,5.0,,439.0,43.0,54.0,120.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,397.0,518.0,31.0,79.8,-69.0,100.0
760.0,3700.0,13600.000000000002,50.0,90.0,,,,5.0,,422.0,36.0,54.0,190.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,485.0,549.0,31.4,79.8,,
760.0,3700.0,13600.000000000002,50.0,90.0,,,,5.0,,422.0,36.0,54.0,190.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-86.0,28.0
760.0,3700.0,13600.000000000002,50.0,90.0,,,,5.0,,422.0,36.0,54.0,190.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-58.0,100.0
760.0,3700.0,13600.000000000002,50.0,90.0,,,,5.0,,422.0,36.0,54.0,190.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,403.0,519.0,29.1,78.9,-92.0,28.0
760.0,3700.0,13600.000000000002,50.0,90.0,,,,5.0,,422.0,36.0,54.0,190.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,403.0,519.0,29.1,78.9,-74.0,100.0
780.0,4400.0,13100.0,50.0,80.0,,,,5.0,,431.0,36.0,52.0,340.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,491.0,564.0,28.2,78.9,,
780.0,4400.0,13100.0,50.0,80.0,,,,5.0,,431.0,36.0,52.0,340.0,5.0,5.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-88.0,28.0
