Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.076,0.34,1.36,0.005,0.011,0.0476,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.2,7.8892996119036,0.8360958659640106,0.01,0.11,0.0005,0.015,0.0005755454361261059,0.04837643256470574,0.0,1.0,0.0,,,,,-58.0,28.0
0.076,0.34,1.36,0.005,0.011,0.0476,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.12104065500086619,0.004679050645184368,0.396966291346844,0.34581281039297235,0.11,0.0005,0.015,1.6836925917030642e-05,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,100.0
0.076,0.34,1.36,0.005,0.011,0.0476,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.2,0.31938036292932526,0.7192258033336223,0.3598716637390655,0.22276590533377635,0.0005,0.015,0.0004422377758666001,0.019302268752239796,0.0,1.0,0.0,,,,,,
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,250.0,14.0,0.7440353431174851,1.1474793313753615,0.396966291346844,0.01,0.42169654785370275,0.0005,0.025,0.0007539881670383271,0.005967944939540344,0.0,1.0,0.0,437.0,538.0,25.2,78.9,,
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,0.0,0.0,1.1983268020496145,1.1474793313753615,0.396966291346844,0.01,0.11220560055007614,0.0005,0.025,0.00010492440349367329,0.005967944939540344,0.0,1.0,0.0,,,,,-56.0,28.0
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,0.0,0.0,1.1244873990879065,1.1474793313753615,0.6067336804422023,0.21107831103850844,0.11,0.0005,0.025,7.038167046437806e-05,0.005967944939540344,0.0,1.0,0.0,,,,,-25.0,100.0
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.396966291346844,0.1607681178702708,0.11,0.0005,0.025,0.00014322556485328922,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,250.0,14.0,0.2,1.1474793313753615,0.04875351608295009,0.8638285995123538,0.5246207524492428,0.0005,0.042,0.00025719956107291843,0.005967944939540344,0.0,1.0,0.0,469.0,545.0,24.4,77.0,,
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.32616500817165806,0.6011719799877089,0.3077360848091905,0.0005,0.042,0.0004246851275346035,0.005967944939540344,0.0,1.0,0.0,,,,,-62.0,28.0
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,1.422220460890577,1.1474793313753615,0.396966291346844,0.01,0.11,0.0005,0.042,0.0012304267118316942,0.037580775795862165,0.0,1.0,0.0,,,,,-30.0,100.0
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,0.3929114134570195,1.1474793313753615,0.2205692169820292,0.01,0.36071959463186076,0.0005,0.042,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.081,0.48,1.42,0.004,0.006,0.0444,0.0046,170.0,21.0,1.0,200.0,250.0,14.0,0.206523013781653,0.21497712160276694,0.40249888324384825,0.01,0.11,0.0004,0.066,0.0007455914643852361,0.015373852350367947,0.0,1.0,0.0,466.0,551.0,26.2,78.9,,
0.081,0.48,1.42,0.004,0.006,0.0444,0.0046,170.0,21.0,1.0,200.0,0.0,0.0,0.772735191677342,1.1474793313753615,0.396966291346844,0.01,0.605330617292108,0.0004,0.066,0.0006941322148855044,0.005967944939540344,0.0,1.0,0.0,,,,,-76.0,28.0
0.081,0.48,1.42,0.004,0.006,0.0444,0.0046,170.0,21.0,1.0,200.0,0.0,0.0,0.6851610196471836,1.1474793313753615,0.396966291346844,0.01,0.11,0.0004,0.066,0.000339887023020517,0.005967944939540344,0.0,1.0,0.0,,,,,-29.0,100.0
0.081,0.48,1.42,0.004,0.006,0.0444,0.0046,170.0,21.0,1.0,200.0,0.0,0.0,0.7431347487536482,1.1474793313753615,0.0027198410782798277,0.5211414667810715,0.48803852299831263,0.0004,0.066,0.00040794793618996163,0.019128296688405533,0.0,1.0,0.0,,,,,,
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,250.0,14.0,0.2,0.6017238439717613,0.396966291346844,0.01,0.16494626735177337,0.0037,0.0005,0.0011755869607475876,0.003987826761192885,0.0,1.0,0.0,468.0,529.0,32.6,80.7,,
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.3674480627981816,1.1474793313753615,0.396966291346844,0.01,0.24772714259591894,0.0037,0.0005,0.00036564357208650964,0.004257944870771172,0.0,1.0,0.0,,,,,-99.0,28.0
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,1.0529592183866596,1.2370988603404072,0.23058394815278216,0.3754120145238491,0.3091601271596531,0.0037,0.0005,0.0009903606159430652,0.019691978636189947,0.0,1.0,0.0,,,,,-72.0,100.0
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.6999871255086545,0.08990972162906408,0.8515485526071247,0.01,0.28942780959534825,0.0037,0.0005,0.000536876585666033,0.005804989102706945,0.0,1.0,0.0,,,,,,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0055,170.0,21.0,1.0,200.0,250.0,14.0,0.7058414904856074,1.1474793313753615,0.396966291346844,0.6177074033582702,0.11,0.0043,0.0078,0.0007516784248071995,0.005967944939540344,0.0,1.0,0.0,478.0,540.0,31.2,80.7,,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0055,170.0,21.0,1.0,200.0,0.0,0.0,0.7022911948200761,1.8830870898378678,0.9283424563816665,0.01,0.4222616668283088,0.0043,0.0078,0.0009273810798019428,0.02173141117238782,0.0,1.0,0.0,,,,,-77.0,28.0
0.08,0.33,1.41,0.006,0.009,0.0432,0.0055,170.0,21.0,1.0,200.0,0.0,0.0,0.3231340807145823,4.453473957964668,0.33207172598434537,0.01,0.23723229779336866,0.0043,0.0078,0.00080040096834272,0.014405968389377053,0.0,1.0,0.0,,,,,-55.0,100.0
0.08,0.33,1.41,0.006,0.009,0.0432,0.0055,170.0,21.0,1.0,200.0,0.0,0.0,0.2,3.3310290966342975,0.09802276350295464,0.01,0.11,0.0043,0.0078,0.00043411085402068753,0.0231154577806418,0.0,1.0,0.0,,,,,,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0053,170.0,21.0,1.0,200.0,250.0,14.0,0.7565817529602985,3.098146843881228,0.5273051391515715,0.643007204876277,0.47253912014710847,0.0036,0.019,0.0010478925163469224,0.027973978529518786,0.0,1.0,0.0,485.0,549.0,31.4,79.8,,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0053,170.0,21.0,1.0,200.0,0.0,0.0,0.21004629741397082,3.1941839234231644,1.1938062353367378,0.01,0.568081565861805,0.0036,0.019,0.00023999628186885006,0.0046641028649172175,0.0,1.0,0.0,,,,,-86.0,28.0
0.076,0.37,1.36,0.005,0.009,0.0422,0.0053,170.0,21.0,1.0,200.0,0.0,0.0,0.2,5.618586045063207,1.1023899081899777,0.29410187541574984,0.5051747987769342,0.0036,0.019,0.0014195019668456336,0.0417611748179873,0.0,1.0,0.0,,,,,-58.0,100.0
0.076,0.37,1.36,0.005,0.009,0.0422,0.0053,170.0,21.0,1.0,200.0,0.0,0.0,0.14699086551764534,2.766792570255801,0.39383107937800194,0.1010970165532858,0.09876639679620267,0.0036,0.019,0.0006286175325343884,0.01479319295465873,0.0,1.0,0.0,,,,,,
0.078,0.44,1.31,0.005,0.008,0.0431,0.005,170.0,21.0,1.0,200.0,250.0,14.0,1.4663187746169752,3.665654226155623,0.49832261514466414,0.01,0.14056555537430623,0.0036,0.034,0.0011315528073266364,0.03834405484460915,0.0,1.0,0.0,491.0,564.0,28.2,78.9,,
0.078,0.44,1.31,0.005,0.008,0.0431,0.005,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.15101504730248683,0.5344139967391843,0.11,0.0036,0.034,0.00014013391337508127,0.02929922701024637,0.0,1.0,0.0,,,,,-88.0,28.0
0.078,0.44,1.31,0.005,0.008,0.0431,0.005,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.3301216103210893,0.5353045273973281,0.09873470384596797,0.6558530971797725,0.0036,0.034,0.000258338202592588,0.005967944939540344,0.0,1.0,0.0,,,,,-63.0,100.0
0.078,0.44,1.31,0.005,0.008,0.0431,0.005,170.0,21.0,1.0,200.0,0.0,0.0,0.8139192783388227,1.7717667223577553,0.638068065670891,0.018716005572995936,0.2379199713063117,0.0036,0.034,0.001372991748494908,0.003418164929506501,0.0,1.0,0.0,,,,,,
0.076,0.51,1.3,0.005,0.008,0.0423,0.0048,170.0,21.0,1.0,200.0,250.0,14.0,0.2,0.630284985648393,0.396966291346844,0.18107888158129556,0.6361903419056728,0.0043,0.049,0.0009698387523144961,0.021556410174868607,0.0,1.0,0.0,485.0,560.0,25.2,78.9,,
0.076,0.51,1.3,0.005,0.008,0.0423,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,1.1922238518858603,1.1474793313753615,0.396966291346844,0.01,0.11,0.0043,0.049,0.00039872934024867473,0.021377812702085754,0.0,1.0,0.0,,,,,-90.0,28.0
0.076,0.51,1.3,0.005,0.008,0.0423,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.23365879248048363,6.00666536601879,0.6868345742716524,0.6103225689821361,0.30086974791477233,0.0043,0.049,0.0005063207718258183,0.050309126941143235,0.0,1.0,0.0,,,,,-55.0,100.0
0.076,0.51,1.3,0.005,0.008,0.0423,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.23186175845344364,0.33781457738479964,0.24014077986204915,0.0043,0.049,0.00024850999259078317,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0052,170.0,21.0,1.0,200.0,250.0,14.0,1.0708740237392247,1.0675969243548353,0.11825742029513173,0.24769165608409244,0.09248035742242831,0.0038,0.061,0.0009048615376909556,0.01547023666229793,0.0,1.0,0.0,491.0,570.0,29.2,77.0,,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.396966291346844,0.2188456320039264,0.353949442717424,0.0038,0.061,0.000332847023877159,0.005967944939540344,0.0,1.0,0.0,,,,,-74.0,28.0
0.079,0.57,1.32,0.004,0.008,0.0422,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.6352416823118905,2.248035150271866,0.5355982847767551,0.803429144771364,0.05650628962493656,0.0038,0.061,0.000627787399416125,0.005967944939540344,0.0,1.0,0.0,,,,,-38.0,100.0
0.079,0.57,1.32,0.004,0.008,0.0422,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.396966291346844,1.0610028953842536,0.055710100673873664,0.0038,0.061,0.0007849810109069054,0.0073933625264105424,0.0,1.0,0.0,,,,,,
0.074,0.32,1.5,0.006,0.006,0.0375,0.0089,170.0,21.0,1.0,200.0,250.0,14.0,1.1148192286698309,3.65863205413636,0.5084832261913504,0.01,0.17786766588172237,0.0099,0.0008,0.0007904330387566935,0.005967944939540344,0.0,1.0,0.0,484.0,547.0,29.4,79.8,,
0.074,0.32,1.5,0.006,0.006,0.0375,0.0089,170.0,21.0,1.0,200.0,0.0,0.0,0.06666429364630272,0.9415562453821318,0.6949442494287712,0.8261684294995884,0.4778973969083665,0.0099,0.0008,0.00088127729135014,0.0022940802329642087,0.0,1.0,0.0,,,,,-74.0,28.0
0.074,0.32,1.5,0.006,0.006,0.0375,0.0089,170.0,21.0,1.0,200.0,0.0,0.0,0.4623517437688854,6.8722999491305785,0.396966291346844,0.14744158570486457,0.15527962416337016,0.0099,0.0008,0.000515832996515601,0.03400671945738737,0.0,1.0,0.0,,,,,-52.0,100.0
0.074,0.27,1.41,0.007,0.006,0.0407,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.44263801638610584,1.1474793313753615,0.05632619312626108,0.720590572970438,0.6640396850720046,0.0088,0.0047,0.0004062956373072613,0.005967944939540344,0.0,1.0,0.0,442.0,514.0,32.2,81.6,,
0.074,0.27,1.41,0.007,0.006,0.0407,0.007,170.0,21.0,1.0,200.0,0.0,0.0,0.33932031991469064,0.06073801020501435,0.37944177704110504,0.01,0.09662108080472959,0.0088,0.0047,0.0008237784780719438,0.003569634389985655,0.0,1.0,0.0,,,,,-57.0,28.0
0.074,0.27,1.41,0.007,0.006,0.0407,0.007,170.0,21.0,1.0,200.0,0.0,0.0,0.08069822555245248,1.573272463183788,0.008537643671387485,0.29538803773463984,0.40732856947014323,0.0088,0.0047,0.0007049024632621332,0.010920613082152435,0.0,1.0,0.0,,,,,-31.0,100.0
0.071,0.39,1.36,0.005,0.009,0.0381,0.0052,170.0,21.0,1.0,200.0,250.0,14.0,0.22047966471276612,1.564639758910905,0.396966291346844,0.23100805692723547,0.06920497855423019,0.0092,0.016,0.001604114003701038,0.015666523343548087,0.0,1.0,0.0,481.0,545.0,30.6,81.4,,
0.071,0.39,1.36,0.005,0.009,0.0381,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.0538320919389792,2.823634710780742,0.7666170323615221,0.31446638002878935,0.5373080850448949,0.0092,0.016,0.001328864950666939,0.018070855162343087,0.0,1.0,0.0,,,,,-68.0,28.0
0.071,0.39,1.36,0.005,0.009,0.0381,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.07136741625680876,1.1474793313753615,0.06517814620481033,0.32302978516670344,0.512767541695627,0.0092,0.016,8.365156944036857e-05,0.005967944939540344,0.0,1.0,0.0,,,,,-56.0,100.0
0.069,0.45,1.36,0.005,0.008,0.0374,0.0044,170.0,21.0,1.0,200.0,250.0,14.0,0.2,1.1206796804084471,0.2093959324798913,0.039755246414010424,0.7692883605865064,0.0063,0.028,0.001608288589334123,0.0043896330004123815,0.0,1.0,0.0,474.0,540.0,28.0,80.7,,
0.069,0.45,1.36,0.005,0.008,0.0374,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,0.41487705131177416,1.1474793313753615,0.36752037134073406,0.01,0.2475978213727427,0.0063,0.028,0.0005088134044301741,0.005967944939540344,0.0,1.0,0.0,,,,,-68.0,28.0
0.069,0.45,1.36,0.005,0.008,0.0374,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,0.3669453205411944,2.568416220377989,0.396966291346844,0.2258907003279949,0.024326606053096833,0.0063,0.028,0.0012157607744238887,0.000806459681462356,0.0,1.0,0.0,,,,,-61.0,100.0
0.069,0.51,1.39,0.004,0.008,0.0379,0.0041,170.0,21.0,1.0,200.0,250.0,14.0,0.9662605377895589,0.5300023259390814,0.396966291346844,0.7577252506470438,0.11,0.0069,0.048,0.0010368720395004995,0.002914818966439031,0.0,1.0,0.0,466.0,533.0,27.2,77.0,,
0.069,0.51,1.39,0.004,0.008,0.0379,0.0041,170.0,21.0,1.0,200.0,0.0,0.0,0.8407528068631829,4.400355104804425,0.3114521056570131,0.574198538846518,0.39315354077616427,0.0069,0.048,0.0007009501045283302,0.02991290304639358,0.0,1.0,0.0,,,,,-70.0,28.0
0.069,0.51,1.39,0.004,0.008,0.0379,0.0041,170.0,21.0,1.0,200.0,0.0,0.0,0.2,0.47599072078602833,0.22169671509465383,0.01,0.11121995975659701,0.0069,0.048,0.0009425162620640118,0.005967944939540344,0.0,1.0,0.0,,,,,-54.0,100.0
0.072,0.57,1.4,0.004,0.008,0.036,0.0038,170.0,21.0,1.0,200.0,250.0,14.0,0.778506019311651,2.425409214161332,0.36656302969658144,1.1273861002773795,0.14528694712108597,0.008,0.064,0.00013946404245191932,0.043252309836362975,0.0,1.0,0.0,486.0,555.0,26.6,78.0,,
0.072,0.57,1.4,0.004,0.008,0.036,0.0038,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.27373194031095416,0.01,0.11,0.008,0.064,0.0006869570684887559,0.005967944939540344,0.0,1.0,0.0,,,,,-68.0,28.0
0.072,0.57,1.4,0.004,0.008,0.036,0.0038,170.0,21.0,1.0,200.0,0.0,0.0,0.5102094218340187,1.1656610693473908,0.396966291346844,0.01,0.11,0.008,0.064,0.0014044552968414503,0.032891656381145426,0.0,1.0,0.0,,,,,-41.0,100.0
0.081,0.34,1.54,0.007,0.008,0.0312,0.008,170.0,21.0,1.0,200.0,250.0,14.0,0.7847050973427144,0.1079990603318195,0.6943274957679907,0.5548554930771183,0.7565771135613686,0.018,0.0003,0.0005964650182765166,0.005272807816299014,0.0,1.0,0.0,502.0,555.0,26.6,78.9,,
0.081,0.34,1.54,0.007,0.008,0.0312,0.008,170.0,21.0,1.0,200.0,0.0,0.0,0.57673666941956,2.859397437718053,0.6635659796248903,0.14872831574610093,0.40489309636486126,0.018,0.0003,0.0016713604958022083,0.013129172474604154,0.0,1.0,0.0,,,,,-67.0,28.0
0.081,0.34,1.54,0.007,0.008,0.0312,0.008,170.0,21.0,1.0,200.0,0.0,0.0,0.3938454369546934,6.854317236692166,1.2314318429392712,0.6619889089312626,0.15417430073771232,0.018,0.0003,0.0014204067046842128,0.06854858089100362,0.0,1.0,0.0,,,,,-52.0,100.0
0.081,0.34,1.54,0.007,0.008,0.0312,0.008,170.0,21.0,1.0,200.0,0.0,0.0,0.2,2.558999599773151,0.5719627504404974,0.44777595714169083,0.08499881604944505,0.018,0.0003,0.0012624196236701137,0.005740830837538686,0.0,1.0,0.0,,,,,,
0.072,0.24,1.32,0.006,0.008,0.0397,0.0068,170.0,21.0,1.0,200.0,250.0,14.0,1.2455669402386547,3.6248759866105784,1.271918147233663,0.44878255078174467,0.07995003142178027,0.018,0.0047,0.0018347319443608766,0.017887571565443978,0.0,1.0,0.0,452.0,535.0,30.7,78.9,,
0.072,0.24,1.32,0.006,0.008,0.0397,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.24831154663191154,1.1474793313753615,0.4731926564090142,0.01,0.10253753674540253,0.018,0.0047,0.002419315493360084,0.013263139453193531,0.0,1.0,0.0,,,,,-54.0,28.0
0.072,0.24,1.32,0.006,0.008,0.0397,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.2,0.38964030528122007,0.5896750857019335,0.45082048372607264,0.3706398281263428,0.018,0.0047,0.0008539601015345724,0.020814710234799284,0.0,1.0,0.0,,,,,-35.0,100.0
0.072,0.24,1.32,0.006,0.008,0.0397,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.7730096261892261,0.5495960913102589,0.8865093851045672,0.01,0.41311052037985474,0.018,0.0047,0.0012700231775105112,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.072,0.34,1.33,0.006,0.008,0.0427,0.0057,170.0,21.0,1.0,200.0,250.0,14.0,0.04317312129132045,7.255579814501973,0.6055260837961584,0.4537901675582606,0.1033801820699424,0.019,0.015,0.0021148822638923774,0.05551691140271946,0.0,1.0,0.0,467.0,522.0,29.2,77.0,,
0.072,0.34,1.33,0.006,0.008,0.0427,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.6491111064938266,0.2049728498041532,0.6576123735909438,0.9959034708344818,0.056178814763513996,0.019,0.015,0.002155063032905747,0.0027289759562489028,0.0,1.0,0.0,,,,,-64.0,28.0
0.072,0.34,1.33,0.006,0.008,0.0427,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,1.8521406511679845,5.455596002732511,0.8216461275582042,0.01,0.5114797300588046,0.019,0.015,0.001364472473388313,0.030669859122372328,0.0,1.0,0.0,,,,,-52.0,100.0
0.072,0.34,1.33,0.006,0.008,0.0427,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.5537612147130824,2.6416717624786736,0.9999032247775287,0.5943987674446295,0.2027379058879323,0.019,0.015,0.002321773613739329,0.017787976321913805,0.0,1.0,0.0,,,,,,
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,250.0,14.0,0.01793357075185953,1.540835910194024,0.07344083084347428,0.46402862641656056,1.0520204168078475,0.026,0.032,0.00226458493504498,0.028174994546885587,0.0,1.0,0.0,514.0,570.0,23.6,77.0,,
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.429886264124292,0.4995896474747744,0.567377499102263,0.11,0.026,0.032,0.002788573143183901,0.027619144230869933,0.0,1.0,0.0,,,,,-63.0,28.0
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.2253499926497902,1.1474793313753615,0.396966291346844,0.24900971196863814,0.6796358881179706,0.026,0.032,0.0013958139989020642,0.005967944939540344,0.0,1.0,0.0,,,,,-47.0,100.0
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.5823957484825659,4.295914611954358,0.08509993909295988,0.8639249409111731,0.04005546964395228,0.026,0.032,0.0024421815764986508,0.04127383497075338,0.0,1.0,0.0,,,,,,
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,250.0,14.0,0.6355561495731956,2.9849967652735647,0.6039863904527776,0.49719936859234665,0.11,0.024,0.044,0.0027835640431611566,0.020223407131786997,0.0,1.0,0.0,522.0,580.0,24.0,76.0,,
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.1285086043121576,0.31412595224364614,0.5788547620105949,0.024,0.044,0.002462157025693911,0.0006608421863233925,0.0,1.0,0.0,,,,,-68.0,28.0
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.2915906580526402,1.1474793313753615,0.3453025424002443,0.01,0.3091009467293647,0.024,0.044,0.0020114615974618963,0.003965267644648407,0.0,1.0,0.0,,,,,-42.0,100.0
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.2639920650540613,1.2849913120597185,0.6063803231857103,0.3880319800772296,0.11,0.024,0.044,0.0010252706958555563,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.066,0.44,1.33,0.004,0.008,0.0454,0.0049,170.0,21.0,1.0,200.0,250.0,14.0,0.2,1.1474793313753615,0.13183378170165488,0.004249146554349067,0.33210780992472433,0.024,0.068,0.0019826565756810182,0.005967944939540344,0.0,1.0,0.0,522.0,591.0,23.8,71.9,,
0.066,0.44,1.33,0.004,0.008,0.0454,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.2839320331621495,1.1474793313753615,0.396966291346844,0.01,0.37634207958671195,0.024,0.068,0.0016767838249337047,0.005967944939540344,0.0,1.0,0.0,,,,,-76.0,28.0
0.066,0.44,1.33,0.004,0.008,0.0454,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.003616186662535381,1.0472202496475431,0.8057619290420569,0.14713838866894857,0.7237750425667253,0.024,0.068,0.002035692562089393,0.03463622088263804,0.0,1.0,0.0,,,,,-42.0,100.0
0.066,0.44,1.33,0.004,0.008,0.0454,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.4526715153991732,1.1474793313753615,0.396966291346844,0.01,0.261317546822966,0.024,0.068,0.0016517345493519962,0.005967944939540344,0.0,1.0,0.0,,,,,,
0.069,0.43,1.49,0.004,0.005,0.0294,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,0.2,1.1052893092542422,0.5787624419516041,0.2899166581522276,0.11,0.046,0.0001,0.0030949737234587434,0.009649346623530754,0.0,1.0,0.0,535.0,594.0,26.0,79.8,,
0.069,0.43,1.49,0.004,0.005,0.0294,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,0.9121693737867558,9.470416625756997,1.200702484824573,0.3620530109376331,0.11,0.046,0.0001,0.004107782651440206,0.05680824488959927,0.0,1.0,0.0,,,,,-78.0,28.0
0.069,0.43,1.49,0.004,0.005,0.0294,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,0.7752592289286035,2.8870762256058615,0.29873587801685064,0.01,0.08483538327780916,0.046,0.0001,0.0027032598457842763,0.004485082537267473,0.0,1.0,0.0,,,,,-60.0,100.0
0.069,0.43,1.49,0.004,0.005,0.0294,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,1.1012735562738971,1.1281921947149385,0.005320517195045726,1.0319554017049537,0.11,0.046,0.0001,0.00412532572144881,0.017699726125968776,0.0,1.0,0.0,,,,,,
0.071,0.36,1.44,0.007,0.005,0.0373,0.0094,170.0,21.0,1.0,200.0,250.0,14.0,0.3084786194310405,4.823372766001444,0.445591921406415,0.01,0.3124185910783521,0.046,0.0067,0.0033031967114404053,0.02602473839168522,0.0,1.0,0.0,522.0,583.0,22.0,78.9,,
0.071,0.36,1.44,0.007,0.005,0.0373,0.0094,170.0,21.0,1.0,200.0,0.0,0.0,1.8744075533618743,2.873554716555592,0.396966291346844,0.37034413643374986,0.11,0.046,0.0067,0.003710761986927798,0.02938307463040278,0.0,1.0,0.0,,,,,-69.0,28.0
0.071,0.36,1.44,0.007,0.005,0.0373,0.0094,170.0,21.0,1.0,200.0,0.0,0.0,0.2,5.341854477184996,1.1265033721565512,0.22748581863386141,0.20939076036680349,0.046,0.0067,0.0034170832958263005,0.004953967375460083,0.0,1.0,0.0,,,,,-48.0,100.0
0.071,0.36,1.44,0.007,0.005,0.0373,0.0094,170.0,21.0,1.0,200.0,0.0,0.0,0.12716885468706562,8.334236113665096,0.9807731312619689,0.01,0.02849628269825175,0.046,0.0067,0.0046287538835567054,0.07219985225845846,0.0,1.0,0.0,,,,,,
0.071,0.42,1.39,0.007,0.005,0.0446,0.0065,170.0,21.0,1.0,200.0,250.0,14.0,0.2267110493814367,2.449263237138189,0.130640586469991,0.1146197030449021,0.2178887447061818,0.042,0.015,0.003858492456275777,0.008860645948483622,0.0,1.0,0.0,531.0,587.0,25.2,78.0,,
0.071,0.42,1.39,0.007,0.005,0.0446,0.0065,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.1474793313753615,0.17697538797142376,0.7398477049336951,0.16044374053927052,0.042,0.015,0.0032744699817929047,0.001061239699794738,0.0,1.0,0.0,,,,,-74.0,28.0
0.071,0.42,1.39,0.007,0.005,0.0446,0.0065,170.0,21.0,1.0,200.0,0.0,0.0,0.2,2.4840665495443637,0.5781864023126768,0.01,0.11,0.042,0.015,0.0028256438867595747,0.0003584741768278728,0.0,1.0,0.0,,,,,-56.0,100.0
0.071,0.42,1.39,0.007,0.005,0.0446,0.0065,170.0,21.0,1.0,200.0,0.0,0.0,1.2184213936105732,7.349140497513671,1.0751440693533678,0.01,0.2668565719079904,0.042,0.015,0.003476208725388733,0.06065863606666212,0.0,1.0,0.0,,,,,,
