Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),target
0.076,0.25,1.72,0.005,0.008,0.0405,0.0086,170.0,21.0,1.0,200.0,0.0,0.0,0.5212743443573727,3.9550114338833504,0.3932939556187578,0.0605,0.0830941423361074,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-64.0,100.0,,-1
0.03,0.45,0.78,0.013,0.01,0.0336,0.0095,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.6101827013171619,0.039662889824654,0.0830941423361074,0.014,0.009,0.0018402703851754,0.0078692306400687,0.0,1.0,0.0,408.0,,,,-20.0,48.0,,-1
0.077,0.44,1.61,0.012,0.021,0.0434,0.0105,450.0,30.0,2.025,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0174243634248402,0.018,0.000650546101834,0.0,0.0,1.0,1.0,456.0,567.0,27.6,73.0,,,,-1
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.9807474828788594,0.4140878068060341,1.076639297313203,0.018,0.3349704050599671,0.013,0.003,0.0007737474008898,0.0129234735008445,0.0,1.0,0.0,541.0,,,,0.0,148.0,,-1
0.06,0.68,1.0,0.016,0.017,0.0821,0.0027,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0188576169361537,0.04,0.0007110508781019,0.0,0.0,1.0,1.0,453.0,543.0,26.8,65.0,,,,-1
0.063,0.31,0.65,0.006,0.009,0.0472,0.0085,170.0,21.0,1.0,200.0,250.0,14.0,0.88,0.0,0.0,0.0005,0.0,0.0038,0.0005,0.0005,0.0005,0.0,0.0,0.0,423.0,501.0,31.8,77.0,-88.0,28.0,,-1
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,0.0,0.0,1.194696903031906,2.1258067735661657,0.7137726739956202,0.1163751783731208,0.5579902872169812,0.0005,0.025,0.0014201717359323,0.0296008983646716,0.0,1.0,0.0,,,,,-25.0,100.0,,-1
0.078,0.44,1.24,0.012,0.018,0.0479,0.0061,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0131793306463449,0.022,0.0006684249004216,0.0,0.0,1.0,1.0,383.0,487.0,32.4,77.0,,,,-1
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,0.9572069148090594,1.1666747502176606,0.8498873295345426,0.018,0.0554646280469136,0.009,0.007,0.0011213603078543,0.0229878862905139,0.0,1.0,0.0,473.0,,,,-40.0,129.0,,-1
0.088,0.24,1.06,0.007,0.013,0.0538,0.0155,180.0,34.0,1.0,175.0,750.0,8.0,0.8273320004129392,9.08,1.0,0.23,0.2620111580266673,0.035280619004226,0.0114878734790104,0.0069,0.056,0.0,1.0,0.0,620.0,753.0,16.8,58.8,-70.0,100.0,,-1
0.069,0.3,1.36,0.007,0.009,0.0432,0.0067,170.0,21.0,1.0,200.0,580.0,2.0,1.2078497622559077,0.8425924759232968,0.4766072646281749,0.0005,0.1724918942697537,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,393.0,500.0,31.8,77.0,-78.0,100.0,,-1
0.073,0.29,1.53,0.007,0.01,0.0438,0.0079,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.53,0.0,0.0005,0.0,0.0027,0.0005,0.0005,0.0005,0.0,0.0,0.0,650.0,710.0,18.4,73.0,-38.0,100.0,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0026548462478417,0.0007339075267767,0.0004541319652169,0.0304677244481139,0.0,1.0,1.0,527.0,627.0,,,-10.0,203.0,,-1
0.065,0.59,1.17,0.015,0.011,0.0781,0.0034,280.0,30.0,2.8,200.0,200.0,14.0,0.62,0.05,0.1080364382148353,0.013,0.2472148597834842,0.026,0.003,0.0003,0.01,0.0,1.0,2.0,,582.0,,,,,,-1
0.076,0.51,1.3,0.005,0.008,0.0423,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,2.686196075164932,1.358306689377657,0.4724704287225336,0.0293994416831609,0.4601563145787051,0.0043,0.049,0.0005939961820533,0.0078692306400687,0.0,1.0,0.0,,,,,-55.0,100.0,,-1
0.078,0.31,1.04,0.007,0.006,0.0429,0.0048,170.0,21.0,1.0,200.0,250.0,14.0,0.6016431684810164,1.399772576712463,0.2610273698607365,0.044,0.0437113604304584,0.0032,0.0005,0.0005,0.0005,0.0,1.0,0.0,505.0,570.0,24.8,77.4,,,,-1
0.074,0.36,1.8,0.008,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2977517566108049,1.358306689377657,0.4724704287225336,0.0253443741085342,0.0830941423361074,0.0059729219396102,0.0209320921196774,0.0006796781984297,0.0004875932802824,0.0,1.0,0.0,504.0,594.0,26.2,75.0,-50.0,89.0,,-1
0.039,0.29,0.94,0.007,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.8947820056438537,2.361135258324828,0.2861290617529542,0.0166689385640556,0.0830941423361074,0.0097475567599465,0.0020380945259009,0.0012062922098381,0.0033569258055721,0.0,1.0,0.0,,,,,-46.0,100.0,,-1
0.06,0.2,1.15,0.007,0.017,0.035,0.0097,170.0,21.0,2.4,125.0,605.0,1.92,0.16,0.052,0.45,0.0144076591833464,0.128,0.0067757329662774,0.021820732021792,0.0006784812044354,0.018343539774549,0.0,1.0,1.0,630.0,708.0,24.8,63.0,,,,-1
0.069,0.56,1.12,0.016,0.011,0.0837,0.0041,280.0,30.0,2.8,200.0,200.0,14.0,0.58,0.06,0.4330969456336649,0.013,0.1743045317519967,0.028,0.003,0.0003,0.009,0.0,1.0,2.0,,572.0,,,,,,-1
0.06,0.25,1.19,0.008,0.007,0.0353,0.011,180.0,34.0,2.0,200.0,250.0,14.0,0.2128340265879234,1.358306689377657,0.4724704287225336,0.018,0.0830941423361074,0.0106579717325675,0.0050893938071397,0.0007737474008898,0.0078692306400687,1.0,0.0,0.0,443.0,508.0,30.4,82.4,,,,-1
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,3.882852755251063,0.5277715734576216,0.067960857323178,0.0830941423361074,0.0037,0.0005,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,468.0,529.0,32.6,80.7,,,,-1
0.092,0.35,0.9,0.008,0.016,0.0426,0.0099,450.0,30.0,2.0,200.0,760.0,2.0,0.54,8.4,0.97,0.17,0.0830941423361074,0.0028236869775081,0.007,0.0018429328496157,0.05,0.0,1.0,1.0,832.0,,,,,,,-1
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.1703986644569889,4.453777095651453,0.7758038200244384,0.1457031284695474,0.2313944025512357,0.011,0.008,0.0016506053520034,0.015447009996587,0.0,1.0,0.0,488.0,,,,-60.0,29.0,,-1
0.093,0.32,0.86,0.01,0.018,0.0236,0.0054,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0059729219396102,0.018,0.0002085497576153,0.0,0.0,1.0,1.0,390.0,486.0,33.0,76.0,,,,-1
0.151,0.36,0.63,0.008,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4467079894767884,1.358306689377657,0.5297715772267105,0.018,0.2418059028688219,0.0075534706632665,0.0053080129488021,0.0016562980888246,0.0078692306400687,0.0,1.0,0.0,449.0,533.0,30.6,76.0,-20.0,131.0,,-1
0.046,0.32,1.81,0.007,0.015,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,2.33,2.434665970927357,1.0722913528692095,0.1317929804177398,0.1917722914530255,0.0146980365355135,0.0384545279371879,0.0018407358045879,0.0121050862527993,0.0,1.0,0.0,,,,,-30.0,100.0,,-1
0.08,0.67,1.94,0.013,0.015,0.0142,0.0057,700.0,32.0,4.8,200.0,0.0,0.0,0.51,0.05,0.01,0.01,0.43,0.028,0.022,0.004,0.0078692306400687,0.0,1.0,1.0,489.0,807.0,27.0,42.0,51.0,35.0,,-1
0.1,0.43,0.96,0.003,0.006,0.036,0.043,145.0,20.0,1.0,200.0,750.0,2.0,0.17,8.6,0.97,0.22,0.02,1e-06,1e-06,0.0017352651597053,0.02,0.0,1.0,0.0,,,,,20.0,23.0,,-1
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.2265534074852042,0.0122301382468979,0.007,0.000959574732351,0.0181360583299572,0.0,1.0,2.0,595.0,675.0,24.0,69.0,60.0,99.0,,-1
0.038,0.31,0.63,0.007,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.09,1.358306689377657,0.1191091061020444,0.0922422132667327,0.2808030316872786,0.0104238906962588,0.0198173892735744,0.000519840547524,0.0078692306400687,0.0,1.0,0.0,411.0,493.0,33.6,79.7,-40.0,100.0,,-1
0.07,0.16,1.17,0.013,0.02,0.0368,0.0108,625.0,72.24,4.4,200.0,0.0,0.0,0.2128340265879234,1.4970328107775892,0.02,0.01,0.26,0.0065846704342787,0.0097235858284428,0.0010999141448673,0.0073410472091257,0.0,1.0,3.0,350.0,462.0,24.0,76.0,-60.0,110.0,,-1
0.074,0.28,1.58,0.008,0.008,0.0404,0.0145,170.0,21.0,1.0,200.0,0.0,0.0,0.1779577606378931,1.358306689377657,0.4724704287225336,0.018,0.0470489984578749,0.0005,0.006268042897772,0.0007737474008898,4.82354906084382e-06,0.0,1.0,0.0,473.0,566.0,24.0,77.0,,,,-1
0.076,0.25,1.48,0.008,0.006,0.0417,0.0081,170.0,21.0,1.0,200.0,250.0,14.0,0.95,0.0,0.0,0.0005,0.0,0.0033,0.0005,0.0005,0.0005,0.0,0.0,0.0,498.0,551.0,27.2,78.9,-62.0,100.0,,-1
0.09,0.37,1.03,0.004,0.01,0.047,0.037,180.0,23.0,1.3,175.0,760.0,8.0,0.05,8.8,1.03,0.25,0.01,0.01,0.01,0.0020953553923976,0.08,0.0,1.0,0.0,,,,,,,208.0,-1
0.12,0.14,1.03,0.002,0.006,0.0166,0.0022,500.0,29.0,2.9,200.0,690.0,24.0,1.4545917168309708,2.3,1.03,0.27,0.3614810701062318,0.0011216719286056,0.061316551693634,0.001971810268987,0.02,1.0,0.0,1.0,,696.0,,,,,,-1
0.074,0.27,1.41,0.007,0.006,0.0407,0.007,170.0,21.0,1.0,200.0,0.0,0.0,0.9803935437987178,0.7690705198752598,1.0156852349236196,0.0166335365057323,0.2257849047339959,0.0088,0.0047,0.0017550506946485,0.0078692306400687,0.0,1.0,0.0,,,,,-31.0,100.0,,-1
0.054,0.33,1.72,0.007,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.4572431794319996,2.36,0.51455395187068,0.0216239285707995,0.0830941423361074,0.0089314357812767,0.007,0.0008868374104494,0.0374258899855346,0.0,1.0,0.0,808.0,865.0,18.2,65.2,,,,-1
0.12,0.14,1.03,0.002,0.006,0.0166,0.0022,500.0,29.0,2.9,200.0,690.0,8.0,0.7515685859018745,2.3,1.03,0.27,0.1703838308493662,0.0067634688482561,0.041127914199167,0.0032995886849216,0.02,1.0,0.0,1.0,,745.0,,,-40.0,53.0,,-1
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,0.8260161792531915,1.465525193671528,0.5620214391469804,0.0040310840037743,0.228926980057286,0.015,0.003,0.0004008547812925,0.0147930591680203,0.0,1.0,0.0,516.0,,,,-40.0,138.0,,-1
0.051,0.36,1.79,0.007,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,3.42,1.6449468875937725,0.7247189305151392,0.2304466311680164,0.7292583030078261,0.0151284168222649,0.0290593703182006,0.0030911069519438,0.0016158915819831,0.0,1.0,0.0,692.0,753.0,22.2,69.7,,,,-1
0.068,0.27,1.46,0.008,0.007,0.0436,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,2.24,0.0,0.0,0.0005,0.0,0.0034,0.0005,0.0005,0.0005,0.0,0.0,0.0,555.0,622.0,25.6,78.0,-58.0,100.0,,-1
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.0463183624993381,0.4685429077452483,0.4724704287225336,0.0005,0.0830941423361074,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,403.0,519.0,29.1,78.9,-74.0,100.0,,-1
0.084,0.3,0.54,0.005,0.008,0.066,0.0066,170.0,21.0,2.4,175.0,690.0,2.33,0.036,2.2,1.05,0.020211713271237,0.035,0.0125131459869887,0.007,0.000990327524196,0.0268914590056304,0.0,1.0,1.0,,,,,0.0,118.0,,-1
0.06,0.44,1.6,0.01,0.018,0.0395,0.0102,170.0,21.0,1.8,100.0,250.0,16.0,0.03,1.2839685033986683,0.01,0.0452294138544332,0.02,0.0150780897420871,0.0259943164265287,0.001438638090701,0.0074205719608924,0.0,1.0,0.0,550.0,615.0,,,,,,-1
0.076,0.35,1.01,0.008,0.005,0.0401,0.0074,170.0,21.0,1.0,200.0,580.0,2.0,1.6591624641189855,1.358306689377657,0.8626087590230767,0.0005,0.2476567735372754,0.0041,0.0005,0.0005,0.0005,0.0,1.0,0.0,359.0,480.0,29.4,80.3,-80.0,100.0,,-1
0.147,0.36,1.02,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.6243605812650386,1.358306689377657,0.2203941488441898,0.0842306040916463,0.1836094477519322,0.0027371139224226,0.0264570053981417,0.0015248296459563,0.0078692306400687,0.0,1.0,0.0,482.0,576.0,29.4,76.9,-70.0,17.0,,-1
0.12,0.33,1.47,0.014,0.014,0.04,0.0136,650.0,33.0,3.3,300.0,0.0,0.0,0.06,0.05,0.39,0.055,0.11,0.005,0.015,0.0002035053929776,0.005,0.0,1.0,1.0,574.0,744.0,24.0,55.0,,,,-1
0.098,0.18,1.29,0.017,0.017,0.0337,0.0061,625.0,72.24,4.4,200.0,0.0,0.0,0.2078679665857196,1.358306689377657,0.01,0.01,0.21,0.017254650585672,0.0129883958999049,0.0016869944103917,0.0078692306400687,0.0,1.0,3.0,359.0,503.0,28.0,72.0,0.0,144.0,,-1
0.074,0.32,1.42,0.008,0.007,0.038,0.0082,170.0,21.0,1.0,150.0,580.0,2.0,1.3852681341157282,0.8938311718334284,0.2920505531713475,0.1075419931930463,0.19,0.004,0.0090019807990313,0.0020987732817278,0.0197123748648926,0.0,1.0,0.0,453.0,549.0,31.2,78.8,,,,-1
0.045,0.31,1.39,0.005,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.358306689377657,0.4127096236234113,0.018,0.3104510620104803,0.0078931083790403,0.0092100087044681,0.0011597301125238,0.0078692306400687,0.0,1.0,0.0,414.0,502.0,31.0,80.6,-70.0,38.0,,-1
0.077,0.29,1.77,0.008,0.009,0.0432,0.0097,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,4.122366890311823,0.6579826700587914,0.0004,0.0830941423361074,0.0031,0.0005,0.0005,0.045,0.0,1.0,0.0,,,,,-26.0,100.0,,-1
0.06,0.34,1.08,0.007,0.014,0.048,0.011,116.0,23.0,1.3,175.0,0.0,0.0,0.69,9.0,1.03,0.29,0.02,0.01,0.01,0.0020487016819425,0.01,0.0,1.0,0.0,,,,,,,373.0,-1
0.038,0.24,0.55,0.007,0.005,0.0421,0.0082,170.0,21.0,2.2,200.0,0.0,0.0,1.2097863860751552,5.369615147495482,0.575862296309423,0.104249322423733,0.0830941423361074,0.0176140271125043,0.0070419420479277,0.0018598672298497,0.0344665388587738,0.0,1.0,0.0,,,,,-39.0,100.0,,-1
0.089,0.35,0.68,0.008,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,0.8412437545136123,0.4444662006569616,0.0883536000549021,0.3921717156463543,0.0105746680315045,0.0224738386681458,0.0008369776056148,0.0483013916052596,0.0,1.0,0.0,394.0,499.0,34.2,78.8,-40.0,95.0,,-1
0.03,0.45,0.78,0.013,0.01,0.0336,0.0095,180.0,23.0,1.0,250.0,0.0,0.0,0.2039981655838788,1.358306689377657,0.4724704287225336,0.018,0.0830941423361074,0.014,0.009,0.0005540311211483,0.0078692306400687,0.0,1.0,0.0,408.0,,,,-40.0,12.0,,-1
0.077,0.34,1.39,0.007,0.007,0.0409,0.0099,170.0,21.0,1.0,200.0,0.0,0.0,0.1547953231312661,1.4722032511631329,0.2134745165659958,0.0004,0.034695425742609,0.0032,0.0005,0.0005,0.0455,0.0,1.0,0.0,,,,,-23.0,100.0,,-1
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,2.16999601682928,0.3427160390442013,0.4724704287225336,0.0375740522549435,0.2981848942650213,0.009,0.007,0.0007737474008898,0.0220583692670602,0.0,1.0,0.0,473.0,,,,0.0,171.0,,-1
0.05,0.31,1.29,0.008,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,2.32,0.0742407381508856,0.018,0.0830941423361074,0.0126413256480996,0.007,0.000607096929072,0.0052650719832638,0.0,1.0,0.0,738.0,789.0,20.0,67.0,,,,-1
0.073,0.34,0.66,0.007,0.007,0.0454,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.5,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,470.0,559.0,24.6,75.0,-76.0,28.0,,-1
0.049,0.33,1.85,0.006,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.51,1.8448733894389733,0.5381334141879105,0.1111083743866744,0.2501179895479938,0.0176902188290422,0.0402091638971451,0.0020424202419624,0.0299836547541693,0.0,1.0,0.0,526.0,612.0,26.8,72.9,,,,-1
0.073,0.34,1.07,0.006,0.007,0.043,0.0089,170.0,21.0,1.0,200.0,0.0,0.0,0.6982684582676392,1.97,0.5437834342283056,0.0743784741568732,0.3784867501848546,0.004,0.0101716138802323,0.0002811683389971,0.0230148989871471,0.0,1.0,0.0,,,,,-25.0,100.0,,-1
0.046,0.31,0.96,0.008,0.012,0.0421,0.0082,170.0,21.0,0.6,200.0,250.0,14.0,0.2128340265879234,4.430210393118777,0.8807637367347563,0.0054800667130747,0.1175564050207942,0.0031307436296764,0.007,0.0001356804504731,0.0319700615856876,0.0,1.0,0.0,479.0,527.0,27.8,77.0,,,,-1
0.045,0.29,1.83,0.005,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.7261597160149702,6.991266170842214,0.8570979566463688,0.1346518825147854,0.1088120386056853,0.0077668837796792,0.007,0.0015937018298044,0.0416769219235607,0.0,1.0,0.0,444.0,525.0,29.8,79.9,-60.0,76.0,,-1
0.051,0.33,1.83,0.006,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,0.52,0.3000941992023223,0.018,0.4146807214825715,0.0018405097052882,0.007,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,570.0,650.0,24.0,68.7,-2.0,100.0,,-1
0.089,0.35,0.68,0.008,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.058036209647039,1.7675152894986963,0.0205027555046951,0.104738203547585,0.3436691595818719,0.0065823874539293,0.0041775079683117,0.0014088945860215,0.0043875643454614,0.0,1.0,0.0,394.0,499.0,34.2,78.8,-50.0,45.0,,-1
0.12,0.27,1.27,0.014,0.021,0.068,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,1.2004692219170725,2.4,0.9,0.018,0.0984414653807858,0.0091996032475954,0.007,0.0012743634796076,0.0334500240142494,0.0,1.0,0.0,,,,,,,244.0,-1
0.081,0.34,0.49,0.004,0.012,0.0421,0.024,300.0,12.5,1.4,177.0,746.0,1.0,0.08,8.57,0.98,0.22,0.05,0.002,4e-07,0.001,0.0324307504060494,0.0,1.0,8.0,682.0,783.0,26.0,74.0,,,,-1
0.042,0.25,0.55,0.008,0.01,0.0421,0.0082,170.0,21.0,1.0,300.0,0.0,0.0,1.1930200120785237,4.392449846624498,0.1815860173520175,0.1232471271882868,0.0830941423361074,0.0095954981505055,0.0153475842785867,0.0017551052684334,5.214749740467192e-05,0.0,1.0,0.0,371.0,452.0,34.2,79.7,-36.0,100.0,,-1
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,0.21200885085064,2.1908216871708883,0.7239322719698781,0.0268738155170682,0.2836400242201142,0.014,0.003,0.0013962587937903,0.0216166316935033,0.0,1.0,0.0,430.0,,,,-60.0,39.0,,-1
0.08,0.49,0.9,0.014,0.029,0.0421,0.017,170.0,21.0,1.9,150.0,600.0,2.1,0.0,0.05,0.0,0.0,0.0,0.005,0.0108,0.0007737474008898,0.0,0.0,1.0,0.0,,,,,,,,-1
0.076,0.28,1.44,0.007,0.007,0.0476,0.0084,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.96,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,637.0,730.0,18.5,68.6,24.0,100.0,,-1
0.047,0.32,1.75,0.007,0.015,0.0421,0.0082,170.0,21.0,1.0,240.0,0.0,0.0,0.6487733870685995,4.309255250999848,0.4090210200013555,0.1753504347276127,0.335394307627551,0.0129135403163628,0.0320927421613545,0.0024241759551755,0.032624404082883,0.0,1.0,0.0,501.0,566.0,31.4,77.8,-48.0,100.0,,-1
0.11,0.14,0.73,0.002,0.005,0.0254,0.0026,500.0,29.0,2.9,200.0,690.0,8.0,1.7721344979258684,2.3,1.03,0.27,0.6636232030026554,0.0274387059591151,0.047290340846741,0.0040479041512745,0.02,1.0,0.0,1.0,,738.0,,,-20.0,22.0,,-1
0.061,0.33,1.36,0.005,0.006,0.0419,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,3.085469714527655,0.6375791270885915,0.0616174340885582,0.2526846134192247,0.0028,0.0046101542393255,0.0007089142603933,0.0516790122135555,0.0,1.0,4.0,,,,,-86.0,28.0,,-1
0.078,0.29,1.48,0.007,0.01,0.0438,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.96,0.0,0.0005,0.0,0.0028,0.0005,0.0005,0.0005,0.0,0.0,0.0,706.0,772.0,16.0,67.5,-6.0,100.0,,-1
0.043,0.3,0.69,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.4520148182721324,0.3265474911054967,0.4724704287225336,0.0356774735930106,0.3668862558885123,0.014336301766669,0.0065213965786313,0.0014437482178835,0.0078692306400687,0.0,1.0,0.0,373.0,448.0,34.4,83.0,-20.0,220.0,,-1
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,0.0121941234726167,2.418606937892533,0.6493399526800079,0.0235,0.0830941423361074,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,543.0,607.0,23.2,77.0,,,,-1
0.041,0.32,1.01,0.008,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,1.446387872091167,0.24,0.2763120262155776,0.018,0.3562212722095946,0.0112721839164679,0.003082237829961,0.0003661621666735,0.0299151166324274,0.0,1.0,0.0,,,,,,,,-1
0.047,0.42,1.0,0.015,0.016,0.0695,0.0165,300.0,28.0,2.08,150.0,690.0,10.0,0.17,2.29,1.04,0.018,0.0830941423361074,0.0160948813792808,0.0035527616618805,0.0007737474008898,0.0078692306400687,0.0,1.0,2.0,537.0,620.0,11.0,24.0,-70.0,9.0,,-1
0.073,0.34,0.64,0.008,0.007,0.045,0.0063,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0007,0.0005,0.0005,0.0005,0.0,0.0,0.0,404.0,494.0,32.4,76.0,-46.0,100.0,,-1
0.051,0.34,1.82,0.006,0.017,0.039,0.009,170.0,21.0,1.0,150.0,500.0,2.0,1.0126113633026976,1.358306689377657,0.4724704287225336,0.018,0.0120054925340629,0.0165649144455692,0.0104832474982962,0.0013614867368822,0.0005326015050995,0.0,1.0,0.0,479.0,576.0,27.4,76.9,-36.0,100.0,,-1
0.095,0.16,1.02,0.007,0.012,0.061,0.0489,180.0,34.0,1.0,175.0,750.0,8.0,3.01,9.17,0.96,0.19,0.1778148740387615,0.016036921778216,0.007,0.0024539433584559,0.045,0.0,1.0,0.0,920.0,1151.0,10.6,47.6,,,,-1
0.147,0.35,1.38,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.057202324360065,1.358306689377657,0.4384836978437934,0.018,0.0063522692264714,0.0074432936251328,0.0028206472379836,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,513.0,623.0,27.4,72.9,-50.0,80.0,,-1
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.6532741320144928,2.9156866770184084,1.0327453537463709,0.06,0.0830941423361074,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,488.0,548.0,25.6,77.5,,,,-1
0.095,0.18,1.04,0.008,0.015,0.0656,0.0544,180.0,34.0,1.0,175.0,750.0,8.0,0.0,9.35,1.0,0.19,0.0830941423361074,0.0101832994602828,0.0237664975124476,0.0023825199142448,0.051,0.0,1.0,0.0,526.0,702.0,19.6,59.3,,,,-1
0.049,0.33,1.85,0.006,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.51,1.1271200344638488,0.4042991835422471,0.018,0.0830941423361074,0.0186655260206816,0.016098521931491,0.0005764686119392,0.0078692306400687,0.0,1.0,0.0,,,,,,,,-1
0.037,0.31,1.03,0.007,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.6703907237403657,0.0,0.4724704287225336,0.1089624858100757,0.0830941423361074,0.0163022868060618,0.0493693490386677,0.0008064795695263,0.0069701527988945,0.0,1.0,0.0,413.0,498.0,31.2,80.6,,,,-1
0.046,0.31,1.39,0.008,0.015,0.0421,0.0082,170.0,21.0,1.0,20.0,0.0,0.0,0.1370636141118202,1.358306689377657,0.4829911356885205,0.0067819926565987,0.0830941423361074,0.0047863104500376,0.0382273926458565,0.0007737474008898,0.012020372199956,0.0,1.0,0.0,542.0,597.0,26.6,75.0,-39.0,100.0,,-1
0.09,0.24,0.68,0.013,0.006,0.052,0.0082,500.0,30.0,3.6,200.0,690.0,10.0,0.2,2.22,1.03,0.0766985641894191,0.3367305818672064,0.0040672885630991,0.01,0.0008787205459684,0.0261641467169441,0.0,1.0,6.0,535.0,627.0,23.0,,27.0,144.0,,-1
